Set_database_ID	Set_Name	Set_Components	Set_Organism	Set_db_id
3712	Smad2-Smad4 complex	ENSG00000175387,ENSG00000141646	Mouse	3712
3713	Smad3-Smad4 complex	ENSG00000166949,ENSG00000141646	Mouse	3713
3714	Pericentrin-GCP complex	ENSG00000160299,ENSG00000130640,ENSG00000126216	Human	3714
3715	Pericentrin-GCP complex	ENSG00000160299,ENSG00000130640,ENSG00000126216	Mouse	3715
3739	SKI-SMAD2-SMAD4  pentameric complex	ENSG00000157933,ENSG00000175387,ENSG00000141646	Human	3739
3740	SKI-SMAD3-SMAD4  pentameric complex	ENSG00000157933,ENSG00000166949,ENSG00000141646	Human	3740
3741	Slp5-Rab27A complex	ENSG00000069974,ENSG00000147041	Mouse	3741
3749	CREBBP-SMAD2 hexameric complex	ENSG00000005339,ENSG00000175387	Human	3749
3750	CREBBP-SMAD3 hexameric complex	ENSG00000005339,ENSG00000166949	Human	3750
3753	CREBBP-SMAD2-SMAD4 pentameric complex	ENSG00000005339,ENSG00000175387,ENSG00000141646	Human	3753
3754	CREBBP-SMAD3-SMAD4 pentameric complex	ENSG00000005339,ENSG00000166949,ENSG00000141646	Human	3754
3828	DRIP78-PHLP complex	ENSG00000135392,ENSG00000136940	Human	3828
3830	ADRB2 homodimer complex	ENSG00000169252	Human	3830
3837	SP1-E2F1 complex	ENSG00000101412,ENSG00000185591	Mouse	3837
3847	TCL1(trimer)-AKT1 complex	ENSG00000142208,ENSG00000100721	Human	3847
3848	TCL1(trimer)-AKT2 complex	ENSG00000105221,ENSG00000100721	Human	3848
3849	TCL1(homotrimer) complex	ENSG00000100721	Human	3849
3853	Rb-HDAC1 complex	ENSG00000116478,ENSG00000139687	Human	3853
3867	Xin-Cdh2-Ctnnb1-Ctnnd1 complex	ENSG00000170558,ENSG00000168036,ENSG00000198561,ENSG00000168334	Mouse	3867
3882	Abcg5-Abcg8 complex	ENSG00000138075,ENSG00000143921	Mouse	3882
3883	Abcg5-Abcg1 complex	ENSG00000160179,ENSG00000138075	Mouse	3883
3884	Abcg5-Abcg2 complex	ENSG00000138075	Mouse	3884
3886	Abcg5-Abcg4 complex	ENSG00000172350,ENSG00000138075	Mouse	3886
3888	Abcg8-Abcg4 complex	ENSG00000172350,ENSG00000143921	Mouse	3888
3900	GABP(gamma)1-E2F1-DP1 complex	ENSG00000101412,ENSG00000143458,ENSG00000198176	Human	3900
3903	Grip-Glur2/3-liprin-alpha complex	ENSG00000120251,ENSG00000125675,ENSG00000143847,ENSG00000155974,ENSG00000144596	Rat	3903
3917	Ternary complex (GATA4, SRF, MYOCD)	ENSG00000136574,ENSG00000141052,ENSG00000112658	Human	3917
3941	RCP-Rab11 complex	ENSG00000103769,ENSG00000156675	Human	3941
3942	Beta-catenin-Cadherin-LAR complex	ENSG00000170558,ENSG00000168036,ENSG00000142949	Rat	3942
3943	MondoA-Mlx complex	ENSG00000108788,ENSG00000175727	Mouse	3943
3952	Mlx-Mad1 complex	ENSG00000108788,ENSG00000059728	Mouse	3952
3961	SMAD3-cSKI-SIN3A-HDAC1 complex	ENSG00000116478,ENSG00000169375,ENSG00000157933,ENSG00000166949	Human	3961
3972	SMURF2-SMAD3-SnoN complex, TGF(beta)-dependent	ENSG00000136603,ENSG00000166949,ENSG00000108854	Human	3972
3979	mTORC2 complex (mTOR/FRAP1, LST8, mAVO3/RICTOR, SIN1)	ENSG00000198793,ENSG00000167965,ENSG00000119487,ENSG00000164327	Human	3979
3980	mTOR-RAPTOR complex	ENSG00000198793,ENSG00000167965,ENSG00000141564	Human	3980
3988	ClpP complex, heptameric	ENSG00000125656	Human	3988
3991	ClpX complex, hexameric	ENSG00000166855	Human	3991
3992	ClpXP complex	ENSG00000125656,ENSG00000166855	Human	3992
4025	Affixin-actinin(alpha) complex	ENSG00000072110,ENSG00000188677	Human	4025
4039	PAR4-BACE1 complex	ENSG00000186318,ENSG00000177425	Human	4039
4043	NEMO-HIF2(alpha)-ARNT complex	ENSG00000143437,ENSG00000116016,ENSG00000073009	Human	4043
4055	Axin-Dvl-Gsk complex	ENSG00000103126,ENSG00000107404,ENSG00000082701	Mouse	4055
4056	Axin-Dvl-Gsk-Frat1 complex	ENSG00000103126,ENSG00000107404,ENSG00000082701	Mouse	4056
4082	Ku70/Ku86/Werner complex	ENSG00000165392,ENSG00000079246,ENSG00000196419	Human	4082
4089	SMAD6-HOXC8 complex	ENSG00000037965,ENSG00000137834	Human	4089
4090	SMAD6-HOXA9 complex	ENSG00000078399,ENSG00000137834	Human	4090
4095	Catulin (alpha) - catenin (beta) complex	ENSG00000119326,ENSG00000168036	Human	4095
4096	Catenin (alpha) - catenin (beta) complex	ENSG00000044115,ENSG00000168036	Human	4096
4151	TSC complex	ENSG00000103126,ENSG00000105723,ENSG00000165699,ENSG00000103197	Rat	4151
4158	HSP90-FKBP38-CAM-Ca(2+) complex	ENSG00000105701,ENSG00000080824,ENSG00000096384	Human	4158
4200	DLP1-hFIS1 complex	ENSG00000087470,ENSG00000214253	Human	4200
4216	GR-hnRNP U complex	ENSG00000153187,ENSG00000113580	Human	4216
4389	EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I)	ENSG00000107581,ENSG00000106263,ENSG00000130811,ENSG00000084623	Human	4389
4392	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C)	ENSG00000107581,ENSG00000106263,ENSG00000184110,ENSG00000130811,ENSG00000084623	Human	4392
4395	EIF3 complex (EIF3B, EIF3G, EIF3I)	ENSG00000106263,ENSG00000130811,ENSG00000084623	Human	4395
4399	EIF3 complex (EIF3B, EIF3J, EIF3I)	ENSG00000106263,ENSG00000084623,ENSG00000104131	Human	4399
4403	EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J)	ENSG00000107581,ENSG00000106263,ENSG00000130811,ENSG00000084623,ENSG00000104131	Human	4403
4478	CBF-DNA complex	ENSG00000001167,ENSG00000120837,ENSG00000066136	Human	4478
4498	p32-CBF-DNA complex	ENSG00000108561,ENSG00000001167,ENSG00000120837,ENSG00000066136	Human	4498
4869	beta(1)-AR receptosome (ADRB1-SAP97-AKAP79-PRKAR2A)	ENSG00000043591,ENSG00000179841,ENSG00000075711,ENSG00000114302	Human	4869
4976	SVIP-p97/VCP-DERL1 complex	ENSG00000136986,ENSG00000198168,ENSG00000165280	Human	4976
4977	gp78-p97/VCP-DERL1 complex	ENSG00000159461,ENSG00000136986,ENSG00000165280	Human	4977
4997	p97/VCP-VIMP-DERL1 complex	ENSG00000136986,ENSG00000165280	Human	4997
4998	p97/VCP-VIMP-DERL2 complex	ENSG00000072849,ENSG00000165280	Human	4998
4999	p97/VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex	ENSG00000136986,ENSG00000072849,ENSG00000071537,ENSG00000162298,ENSG00000165280	Human	4999
5003	p97/VCP homohexamer complex	ENSG00000165280	Mouse	5003
5772	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	ENSG00000179776,ENSG00000168036,ENSG00000128052,ENSG00000104067	Human	5772
5092	Cdk5-p39-CaMKII(alpha)-(alpha)actinin1 complex	ENSG00000072110,ENSG00000164885	Rat	5092
5099	RB1(hypophosphorylated)-E2F4 complex	ENSG00000205250,ENSG00000139687	Human	5099
5100	CyclinD3-CDK4-CDK6 complex	ENSG00000112576,ENSG00000135446,ENSG00000105810	Human	5100
5101	CyclinD3-CDK4-CDK6-p21 complex	ENSG00000112576,ENSG00000135446,ENSG00000105810,ENSG00000124762	Human	5101
5107	p34(SEI-1)-CDK4-CyclinD2 complex	ENSG00000118971,ENSG00000135446,ENSG00000197019	Human	5107
5115	Trip(Br1)-Dp1-E2F1 complex	ENSG00000101412,ENSG00000197019,ENSG00000198176	Mouse	5115
5116	Trip(Br2)-Dp1-E2F1 complex	ENSG00000101412,ENSG00000179833,ENSG00000198176	Mouse	5116
5117	pRb2/p130-multimolecular complex (DNMT1, E2F4, SuV39H1, HDAC1, RBL2)	ENSG00000130816,ENSG00000205250,ENSG00000116478,ENSG00000103479,ENSG00000101945	Human	5117
5118	pRb2/p130-multimolecular complex (RB2, E2F4, HDAC1, SUV39H1, P300)	ENSG00000205250,ENSG00000100393,ENSG00000116478,ENSG00000103479,ENSG00000101945	Human	5118
5119	p19-Cdk4 complex	ENSG00000135446,ENSG00000129355	Mouse	5119
5120	p19-Cdk6 complex	ENSG00000105810,ENSG00000129355	Mouse	5120
5127	p18-Cdk4 complex	ENSG00000135446,ENSG00000123080	Mouse	5127
5128	p18-Cdk6 complex	ENSG00000105810,ENSG00000123080	Mouse	5128
5142	DCS complex (Ptbp1, Ptbp2, Hnrph1, Hnrpf)	ENSG00000169813,ENSG00000169045,ENSG00000011304,ENSG00000117569	Mouse	5142
5144	E2F1-p107-cyclinA complex	ENSG00000145386,ENSG00000101412,ENSG00000080839	Human	5144
5145	p19-Cdk4-cyclinD2 complex	ENSG00000118971,ENSG00000135446,ENSG00000129355	Mouse	5145
5146	RB1-TFAP2A complex	ENSG00000139687,ENSG00000137203	Human	5146
5151	Nsf-Stx1a-Napa complex	ENSG00000105402,ENSG00000073969,ENSG00000106089	Rat	5151
5152	Nsf-Stx1a-NAPG complex	ENSG00000073969,ENSG00000106089	Rat	5152
5153	CTFC-TAF1 complex	ENSG00000102974,ENSG00000119335	Human	5153
5154	CTCF-nucleophosmin complex	ENSG00000102974,ENSG00000181163	Human	5154
5158	SMARCA2/BRM-BAF57-MECP2 complex	ENSG00000169057,ENSG00000080503,ENSG00000073584	Human	5158
5159	E2F4-p107-cyclinE complex	ENSG00000105173,ENSG00000205250,ENSG00000080839	Human	5159
5160	E2F4-p130 complex	ENSG00000205250,ENSG00000103479	Human	5160
5162	ELK1-SRF-ELK3 complex	ENSG00000126767,ENSG00000111145,ENSG00000112658	Human	5162
5165	AP1G1-PACS1-FURIN complex	ENSG00000166747,ENSG00000140564,ENSG00000175115	Human	5165
5166	C3G-Crkl-Shp2 complex	ENSG00000099942,ENSG00000179295,ENSG00000107263	Rat	5166
5167	C3G-Crkl-Shp2-Cbl-Egfr complex	ENSG00000099942,ENSG00000146648,ENSG00000179295,ENSG00000107263	Rat	5167
5168	C3G-Crkl-Shp2-Gab2-TrkA complex	ENSG00000099942,ENSG00000033327,ENSG00000198400,ENSG00000179295,ENSG00000107263	Rat	5168
5171	SH3KBP1-CBLB-EGFR complex	ENSG00000114423,ENSG00000146648,ENSG00000147010	Human	5171
5172	Sh3kbp1-Cblb-Egfr complex	ENSG00000114423,ENSG00000146648,ENSG00000147010	Mouse	5172
5173	Sh3kbp1-Cblb-Pdgfrb complex	ENSG00000114423,ENSG00000113721,ENSG00000147010	Mouse	5173
5174	Smarcb1/Ini1-Smarca2-Mecp2 complex	ENSG00000169057,ENSG00000080503,ENSG00000099956	Mouse	5174
5175	SWI/SNF-related complex	ENSG00000196591,ENSG00000169057,ENSG00000169375,ENSG00000080503,ENSG00000099956,ENSG00000173473,ENSG00000073584	Mouse	5175
5176	MGC1-DNA-PKcs-Ku complex	ENSG00000121031,ENSG00000079246,ENSG00000196419	Human	5176
5177	Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1)	ENSG00000072110,ENSG00000050820,ENSG00000039068,ENSG00000168036,ENSG00000173801,ENSG00000008710,ENSG00000169398,ENSG00000089159,ENSG00000197122,ENSG00000137076,ENSG00000035403	Human	5177
5179	NCOA6-DNA-PK-Ku-PARP1 complex	ENSG00000198646,ENSG00000143799,ENSG00000121031,ENSG00000079246,ENSG00000196419	Human	5179
5183	DNA-PK-Ku-eIF2-NF90-NF45 complex	ENSG00000134001,ENSG00000125977,ENSG00000130741,ENSG00000143621,ENSG00000129351,ENSG00000121031,ENSG00000079246,ENSG00000196419	Human	5183
5184	SWI/SNF chromatin-remodeling complex	ENSG00000116478,ENSG00000169057,ENSG00000169375,ENSG00000080503,ENSG00000073584	Human	5184
5185	SWI/SNF chromatin-remodeling complex (Mecp2, Smarc)	ENSG00000196591,ENSG00000169057,ENSG00000169375,ENSG00000080503,ENSG00000099956,ENSG00000073584	Mouse	5185
5189	YWHAQ-CALM1-CABIN1 complex	ENSG00000099991,ENSG00000134308	Human	5189
5190	TIAM1-EFNB1-EPHA2 complex	ENSG00000090776,ENSG00000142627,ENSG00000156299	Human	5190
5192	Tiam1-Efnb1-Epha2 complex	ENSG00000090776,ENSG00000142627,ENSG00000156299	Mouse	5192
5193	TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)	ENSG00000213341,ENSG00000073009,ENSG00000102753,ENSG00000109320,ENSG00000077150,ENSG00000100906,ENSG00000104825,ENSG00000146232,ENSG00000162924,ENSG00000173039,ENSG00000104856,ENSG00000168884	Human	5193
5194	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)	ENSG00000213341,ENSG00000109670,ENSG00000104365,ENSG00000073009,ENSG00000006062,ENSG00000077150,ENSG00000162924,ENSG00000173039,ENSG00000148396,ENSG00000036672	Human	5194
5195	PTIP-HMT complex	ENSG00000129691,ENSG00000162961,ENSG00000055609,ENSG00000198646,ENSG00000185928,ENSG00000157212,ENSG00000117222,ENSG00000147050,ENSG00000105663,ENSG00000196363	Human	5195
5196	TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)	ENSG00000166167,ENSG00000213341,ENSG00000055130,ENSG00000143466,ENSG00000077150,ENSG00000119414,ENSG00000162924,ENSG00000173039,ENSG00000105063,ENSG00000100239,ENSG00000113558	Human	5196
5197	PTIP-DNA damage response complex	ENSG00000197299,ENSG00000020922,ENSG00000104320,ENSG00000157212,ENSG00000113522,ENSG00000067369	Human	5197
5198	CBP-RARA-RXRA-DNA complex, ligand stimulated	ENSG00000005339,ENSG00000131759,ENSG00000186350	Human	5198
5199	Kinase maturation complex 1	ENSG00000105401,ENSG00000080824,ENSG00000096384,ENSG00000170606,ENSG00000137764,ENSG00000198909,ENSG00000072518,ENSG00000088356,ENSG00000143256,ENSG00000131653,ENSG00000166913,ENSG00000108953,ENSG00000170027,ENSG00000128245,ENSG00000134308,ENSG00000164924	Human	5199
5727	TBP-TAF complex	ENSG00000143498,ENSG00000115750,ENSG00000103168,ENSG00000112592	Human	5727
5206	Pentraxin complex	ENSG00000171246,ENSG00000106236,ENSG00000221890,ENSG00000117906	Rat	5206
5209	Ubiquilin-proteasome complex	ENSG00000129084,ENSG00000106588,ENSG00000100902,ENSG00000114062,ENSG00000135018,ENSG00000188021	Human	5209
5210	TANK-TRAF2-TRAF3 complex	ENSG00000136560,ENSG00000127191,ENSG00000131323	Human	5210
5211	RAF1-PPP2-PIN1 complex	ENSG00000127445,ENSG00000104695,ENSG00000105568,ENSG00000221914,ENSG00000132155	Human	5211
5212	Kinase maturation complex 2	ENSG00000163512,ENSG00000105401,ENSG00000080824,ENSG00000096384,ENSG00000136560,ENSG00000183735,ENSG00000198933,ENSG00000127191	Human	5212
5213	Pex26-Pex6-Pex1 complex	ENSG00000127980,ENSG00000124587	Human	5213
5215	CS-MAP3K7IP1-MAP3K7IP2 complex	ENSG00000062485,ENSG00000100324,ENSG00000055208	Human	5215
5217	Calreticulin oligomer complex	ENSG00000179218	Human	5217
5220	CHUK-IQGAP2-AKAP8L-RELA-TNIP2 complex	ENSG00000011243,ENSG00000213341,ENSG00000145703,ENSG00000173039,ENSG00000168884	Human	5220
5222	p14-Mp1-MEK1 complex	ENSG00000169032,ENSG00000109270,ENSG00000116586	Human	5222
5223	Casein kinase II (beta-dimer, alpha'-dimer)	ENSG00000070770	Human	5223
5225	Casein kinase II (beta-dimer, alpha-dimer)	ENSG00000101266	Human	5225
5226	p14-Mp1-ERK2 complex	ENSG00000109270,ENSG00000116586,ENSG00000100030	Human	5226
5227	p14-Mp1-Erk1/2 complex	ENSG00000116586,ENSG00000109270,ENSG00000100030,ENSG00000102882	Mouse	5227
5228	REL-MAP3K8-RELA-TNIP2-PAPOLA complex	ENSG00000107968,ENSG00000090060,ENSG00000162924,ENSG00000173039,ENSG00000168884	Human	5228
5229	RPA complex	ENSG00000132383,ENSG00000117748,ENSG00000106399	Human	5229
5230	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex	ENSG00000213341,ENSG00000073009,ENSG00000109320,ENSG00000077150,ENSG00000100906,ENSG00000146232,ENSG00000162924,ENSG00000173039,ENSG00000008294,ENSG00000145901,ENSG00000168884	Human	5230
5231	53BP1-containing complex	ENSG00000132383,ENSG00000117748,ENSG00000067369,ENSG00000079246,ENSG00000196419	Human	5231
5232	TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)	ENSG00000213341,ENSG00000215301,ENSG00000090863,ENSG00000077809,ENSG00000073009,ENSG00000107968,ENSG00000109320,ENSG00000077150,ENSG00000100906,ENSG00000104825,ENSG00000162924,ENSG00000173039,ENSG00000104856,ENSG00000156482,ENSG00000089009,ENSG00000110700,ENSG00000168884	Human	5232
5233	TNF-alpha/NF-kappa B signaling complex 5	ENSG00000117877,ENSG00000213341,ENSG00000055130,ENSG00000072803,ENSG00000104365,ENSG00000073009,ENSG00000145703,ENSG00000182481,ENSG00000138095,ENSG00000171444,ENSG00000085760,ENSG00000109320,ENSG00000077150,ENSG00000104825,ENSG00000071994,ENSG00000068654,ENSG00000125630,ENSG00000137054,ENSG00000163882,ENSG00000177700,ENSG00000075391,ENSG00000162924,ENSG00000173039,ENSG00000113558	Human	5233
5234	IKBKB-CDC37-KIAA1967-HSP90AB1-HSP90AA1 complex	ENSG00000105401,ENSG00000080824,ENSG00000096384,ENSG00000104365,ENSG00000158941	Human	5234
5235	WRN-Ku70-Ku80-PARP1 complex	ENSG00000143799,ENSG00000165392,ENSG00000079246,ENSG00000196419	Human	5235
5237	c-Myc-Max-Arf complex	ENSG00000125952,ENSG00000136997	Mouse	5237
5239	CAP(C)-CAP(E) complex	ENSG00000136824,ENSG00000113810	Human	5239
5241	SMC1-SMC3 complex	ENSG00000072501,ENSG00000108055	Human	5241
5243	XRCC1-LIG3-PNK-TDP1 complex	ENSG00000005156,ENSG00000039650,ENSG00000042088,ENSG00000073050	Human	5243
5244	Dolichol-phosphate mannose (DPM) synthase	ENSG00000000419,ENSG00000136908,ENSG00000179085	Human	5244
5248	Iqgap1-Cdc42-Ctnnb1-Cdh2 complex	ENSG00000170558,ENSG00000168036	Rat	5248
5249	Iqgap1-Cdh1-Ctnnb1-Cdh2 complex	ENSG00000039068,ENSG00000170558,ENSG00000168036	Rat	5249
5250	Iqgap1-Actb-Vim complex	ENSG00000075624,ENSG00000026025	Rat	5250
5251	Ku-ORC complex	ENSG00000115942,ENSG00000135336,ENSG00000115947,ENSG00000091651,ENSG00000079246,ENSG00000196419	Human	5251
5252	Htt-Dctn1-Hap1 complex	ENSG00000204843,ENSG00000173805,ENSG00000197386	Mouse	5252
5253	MNK1-eIF4F complex	ENSG00000161960,ENSG00000151247,ENSG00000079277,ENSG00000114867,ENSG00000110321	Human	5253
5260	TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex	ENSG00000168036,ENSG00000100393,ENSG00000094631,ENSG00000116030,ENSG00000196628	Human	5260
5261	TCF4-CTNNB1-EP300 complex	ENSG00000168036,ENSG00000100393,ENSG00000196628	Human	5261
5262	TCF4-CTNNB1 complex	ENSG00000168036,ENSG00000196628	Human	5262
5264	TCF4-CTNNB1-CREBBP complex	ENSG00000005339,ENSG00000168036,ENSG00000196628	Human	5264
5266	TNF-alpha/NF-kappa B signaling complex 6	ENSG00000105401,ENSG00000213341,ENSG00000105202,ENSG00000080824,ENSG00000096384,ENSG00000104365,ENSG00000073009,ENSG00000006062,ENSG00000156482,ENSG00000174444,ENSG00000089009,ENSG00000161016,ENSG00000142534,ENSG00000110700	Human	5266
5267	VHL-VDU1-TCEB1-TCEB2 complex	ENSG00000154582,ENSG00000103363,ENSG00000077254,ENSG00000134086	Human	5267
5268	TNF-alpha/NF-kappa B signaling complex 7	ENSG00000105401,ENSG00000096060,ENSG00000080824,ENSG00000096384,ENSG00000135341,ENSG00000100324,ENSG00000055208,ENSG00000157625	Human	5268
5269	TNF-alpha/NF-kappa B signaling complex 8	ENSG00000105401,ENSG00000096060,ENSG00000080824,ENSG00000096384,ENSG00000143466,ENSG00000126777	Human	5269
5270	VHL-TCEB1-TCEB2 complex	ENSG00000154582,ENSG00000103363,ENSG00000134086	Human	5270
5271	Kif3-cadherin-catenin complex	ENSG00000170558,ENSG00000168036,ENSG00000198561,ENSG00000101350,ENSG00000075945	Mouse	5271
5273	VHL-TBP1-HIF1A complex	ENSG00000100644,ENSG00000165916,ENSG00000134086	Human	5273
5274	Cell-cell junction complex (ARHGAP10-CTNNA1)	ENSG00000071205,ENSG00000044115	Human	5274
5276	HIF1A-OS9-EGLN1 complex	ENSG00000135766,ENSG00000100644,ENSG00000135506	Human	5276
5277	HIF1A-OS9-EGLN3 complex	ENSG00000129521,ENSG00000100644,ENSG00000135506	Human	5277
5280	RAB9-TIP47-MPRI complex	ENSG00000197081,ENSG00000105355,ENSG00000123595	Human	5280
5281	Cell-cell junction complex (CDH1-CTNNB1)	ENSG00000039068,ENSG00000168036	Human	5281
5282	CAS-SRC-FAK complex	ENSG00000050820,ENSG00000169398,ENSG00000197122	Human	5282
5283	tRNA splicing endonuclease	ENSG00000172409,ENSG00000198860,ENSG00000154743,ENSG00000170892,ENSG00000182173	Human	5283
5284	RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)	ENSG00000172409,ENSG00000154743,ENSG00000182173	Human	5284
5285	TNF-alpha/NF-kappa B signaling complex 9	ENSG00000105401,ENSG00000213341,ENSG00000096060,ENSG00000096384,ENSG00000104825	Human	5285
5286	TNF-alpha/NF-kappa B signaling complex 10	ENSG00000085978,ENSG00000060339,ENSG00000105401,ENSG00000213341,ENSG00000080824,ENSG00000096384,ENSG00000073009,ENSG00000104825,ENSG00000183735,ENSG00000084652	Human	5286
5288	P53-BARD1-Ku70 complex	ENSG00000138376,ENSG00000141510,ENSG00000196419	Human	5288
5291	Cd3e-Nck1-Mink1 complex	ENSG00000198851,ENSG00000141503,ENSG00000158092	Mouse	5291
5292	Ets2-Ini1-Smarce1-Smarca4 complex	ENSG00000157557,ENSG00000127616,ENSG00000099956,ENSG00000073584	Mouse	5292
5293	ETS2-SMARCA4-INI1 complex	ENSG00000157557,ENSG00000127616,ENSG00000099956	Human	5293
5295	Cd247 homodimer complex	ENSG00000198821	Mouse	5295
5296	Cd3e homodimer complex	ENSG00000198851	Mouse	5296
5301	Striatin-SG2NA-zinedin-caveolin1 complex	ENSG00000105974,ENSG00000115808,ENSG00000196792	Rat	5301
5302	Rab3a-Rims2-Rapgef4 complex	ENSG00000105649,ENSG00000091428,ENSG00000176406	Mouse	5302
5308	Rb-NeuroD1-Ngfi-B complex	ENSG00000162992,ENSG00000123358,ENSG00000080839	Mouse	5308
5309	Cd3g-Cd3e complex	ENSG00000198851,ENSG00000160654	Mouse	5309
5310	Cd3d-Cd3g-Cd3e-Cd247 complex	ENSG00000198821,ENSG00000167286,ENSG00000198851,ENSG00000160654	Mouse	5310
5311	Cd3g-Cd3e-Cd247-Canx complex	ENSG00000127022,ENSG00000198821,ENSG00000198851,ENSG00000160654	Mouse	5311
5315	Munc13-1-Rim2-Rab3a complex	ENSG00000105649,ENSG00000176406	Rat	5315
5317	LATS1-HTRA2-BIRC4 complex	ENSG00000115317,ENSG00000131023,ENSG00000101966	Human	5317
5318	DDEF1-CTTN-PXN complex	ENSG00000085733,ENSG00000153317,ENSG00000089159	Human	5318
5319	CDH1-CKS1B complex	ENSG00000039068	Human	5319
5320	CDH1-SKP2 complex	ENSG00000039068,ENSG00000145604	Human	5320
5321	Cebpa-Smarca2 complex	ENSG00000080503	Mouse	5321
5330	Lef1-Tle1 complex	ENSG00000138795,ENSG00000196781	Mouse	5330
5331	YY1-MDM2-p53 complex	ENSG00000135679,ENSG00000141510,ENSG00000100811	Human	5331
5333	Lef1-Tle1-Ctnnb1 complex	ENSG00000168036,ENSG00000138795,ENSG00000196781	Mouse	5333
5337	ELMO1-DOCK1 complex	ENSG00000150760,ENSG00000155849	Human	5337
5341	ELMO1-DOCK2 complex	ENSG00000134516,ENSG00000155849	Human	5341
5342	ELMO1-DOCK1-RAC1 complex	ENSG00000150760,ENSG00000155849,ENSG00000136238	Human	5342
5343	ELMO1-DOCK1-CRKII complex	ENSG00000167193,ENSG00000150760,ENSG00000155849	Human	5343
5344	Endocytic coat complex (11 subunits)	ENSG00000078053,ENSG00000006125,ENSG00000136717,ENSG00000141367,ENSG00000106976,ENSG00000085832,ENSG00000107295,ENSG00000065609,ENSG00000159082	Rat	5344
5345	Endocytic coat complex (7 subunits)	ENSG00000078053,ENSG00000006125,ENSG00000136717,ENSG00000141367,ENSG00000106976,ENSG00000159082	Rat	5345
5348	Pik3r5-Pik3cg complex	ENSG00000105851,ENSG00000141506	Mouse	5348
5358	GTP-Rho-Rhpn1-Ropn1 complex	ENSG00000067560,ENSG00000158106,ENSG00000114547	Mouse	5358
5360	AGO2-FXR1-TNF(alpha)ARE-RNP complex	ENSG00000123908,ENSG00000114416	Human	5360
5361	Cell division cycle complex (CDC27, CDC16, ANAPC7)	ENSG00000196510,ENSG00000130177,ENSG00000004897	Human	5361
5363	Actin-ribonucleoprotein complex (POLR2A, GTF2F1, HNRNPU)	ENSG00000125651,ENSG00000153187,ENSG00000181222	Human	5363
5365	Ripk2-Nod2 complex	ENSG00000167207,ENSG00000104312	Mouse	5365
5366	Calm1-Ryr1 complex	ENSG00000196218	Rat	5366
5367	THRB-RXRB complex	ENSG00000151090	Human	5367
5369	ATM homodimer complex	ENSG00000149311	Human	5369
5370	ERAP1-ERAP2 complex	ENSG00000164307,ENSG00000164308	Human	5370
5371	Grancalcin-sorcin complex	ENSG00000115271,ENSG00000075142	Human	5371
5372	SRI homodimer complex	ENSG00000075142	Human	5372
5373	Chromatin remodeling complex (TACC2, TACC3, PCAF)	ENSG00000114166,ENSG00000138162,ENSG00000013810	Human	5373
5375	EGR-EP300 complex	ENSG00000120738,ENSG00000100393	Human	5375
5376	Rock1-Pfn2 complex	ENSG00000070087,ENSG00000067900	Rat	5376
5378	TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)	ENSG00000100697,ENSG00000123908,ENSG00000242372,ENSG00000155363,ENSG00000139546	Human	5378
5379	Kcna2-Kcnab2 complex	ENSG00000177301,ENSG00000069424	Rat	5379
5380	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)	ENSG00000137876,ENSG00000100697,ENSG00000242372,ENSG00000155363,ENSG00000142676,ENSG00000197958,ENSG00000167526,ENSG00000188846,ENSG00000174748,ENSG00000108298,ENSG00000131469,ENSG00000108107,ENSG00000156482,ENSG00000144713,ENSG00000109475,ENSG00000182899,ENSG00000130255,ENSG00000147604,ENSG00000137818,ENSG00000177600	Human	5380
5381	RNA-induced silencing complex, RISC	ENSG00000100697,ENSG00000123908,ENSG00000139546	Human	5381
5382	ARNT-HIF1A complex	ENSG00000143437,ENSG00000100644	Human	5382
5383	TRIB3-DDIT3 complex	ENSG00000175197,ENSG00000101255	Human	5383
